,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,LogProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,Correct or Invalid,Original Correct,Any Typo Incorrect,Typo Change
714,Where is microphone boom likely to be used to record an album?,Where is ilcrcopaoonnjzi likely to be used to record an album?,microphone boom,ilcrcopaoonnjzi,11,9,24,0.8,0.000494532,Where is microphone boom likely to be used to record an album?,9,24,"['A) radio station', 'B) recording studio', 'C) concert', 'D) tv studio', 'E) new york']",B) recording studio,B) recording studio,TRUE,TRUE,1,,,
715,"Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?","Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?",common,common,0,40,46,0,0.000127221,"Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?",40,46,"['A) personal', 'B) special', 'C) shiny', 'D) rare', 'E) irregular']",D) rare,D) rare,TRUE,TRUE,1,1,0,0
716,"Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?","Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?",common,common,0,40,46,0.1,0.000127221,"Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?",40,46,"['A) personal', 'B) special', 'C) shiny', 'D) rare', 'E) irregular']",D) rare,D) rare,TRUE,TRUE,1,,,
717,"Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?","Bob thought that his Pokemon cards were ccomm and worthless, but he was wrong about them. They were really what?",common,ccomm,3,40,45,0.2,0.000127221,"Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?",40,46,"['A) personal', 'B) special', 'C) shiny', 'D) rare', 'E) irregular']",D) rare,D) rare,TRUE,TRUE,1,,,
718,"Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?","Bob thought that his Pokemon cards were czmon and worthless, but he was wrong about them. They were really what?",common,czmon,2,40,45,0.4,0.000127221,"Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?",40,46,"['A) personal', 'B) special', 'C) shiny', 'D) rare', 'E) irregular']",D) rare,D) rare,TRUE,TRUE,1,,,
719,"Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?","Bob thought that his Pokemon cards were cmmo and worthless, but he was wrong about them. They were really what?",common,cmmo,2,40,44,0.8,0.000127221,"Bob thought that his Pokemon cards were common and worthless, but he was wrong about them. They were really what?",40,46,"['A) personal', 'B) special', 'C) shiny', 'D) rare', 'E) irregular']",D) rare,D) rare,TRUE,TRUE,1,,,
720,"The camper looked up at the vast night sky, it left him feeling mighty what?","The camper looked up at the vast night sky, it left him feeling mighty what?",mighty,mighty,0,64,70,0,9.37E-06,"The camper looked up at the vast night sky, it left him feeling mighty what?",64,70,"['A) unimportant', 'B) insignificant', 'C) stellar', 'D) somewhat', 'E) helpless']",B) insignificant,C) stellar,FALSE,TRUE,0,0,1,0
721,"The camper looked up at the vast night sky, it left him feeling mighty what?","The camper looked up at the vast night sky, it left him feeling mighty what?",mighty,mighty,0,64,70,0.1,9.37E-06,"The camper looked up at the vast night sky, it left him feeling mighty what?",64,70,"['A) unimportant', 'B) insignificant', 'C) stellar', 'D) somewhat', 'E) helpless']",B) insignificant,B) insignificant,TRUE,TRUE,1,,,
722,"The camper looked up at the vast night sky, it left him feeling mighty what?","The camper looked up at the vast night sky, it left him feeling wyhty what?",mighty,wyhty,3,64,69,0.2,9.37E-06,"The camper looked up at the vast night sky, it left him feeling mighty what?",64,70,"['A) unimportant', 'B) insignificant', 'C) stellar', 'D) somewhat', 'E) helpless']",B) insignificant,A) unimportant,FALSE,TRUE,0,,,
723,"The camper looked up at the vast night sky, it left him feeling mighty what?","The camper looked up at the vast night sky, it left him feeling miahty what?",mighty,miahty,1,64,70,0.4,9.37E-06,"The camper looked up at the vast night sky, it left him feeling mighty what?",64,70,"['A) unimportant', 'B) insignificant', 'C) stellar', 'D) somewhat', 'E) helpless']",B) insignificant,B) insignificant,TRUE,TRUE,1,,,
724,"The camper looked up at the vast night sky, it left him feeling mighty what?","The camper looked up at the vast night sky, it left him feeling ighpo what?",mighty,ighpo,3,64,69,0.8,9.37E-06,"The camper looked up at the vast night sky, it left him feeling mighty what?",64,70,"['A) unimportant', 'B) insignificant', 'C) stellar', 'D) somewhat', 'E) helpless']",B) insignificant,B) insignificant,TRUE,TRUE,1,,,
725,"Though nearby, an apple from an apple tree where would be an imported product to the USA?","Though nearby, an apple from an apple tree where would be an imported product to the USA?",apple tree,apple tree,0,32,42,0,0.003494293,"Though nearby, an apple from an apple tree where would be an imported product to the USA?",32,42,"['A) ohio', 'B) washington state', 'C) alaska', 'D) canada', 'E) flowers']",D) canada,D) canada,TRUE,TRUE,1,1,1,1
726,"Though nearby, an apple from an apple tree where would be an imported product to the USA?","Though nearby, an apple from an apple tree where would be an imported product to the USA?",apple tree,apple tree,0,32,42,0.1,0.003494293,"Though nearby, an apple from an apple tree where would be an imported product to the USA?",32,42,"['A) ohio', 'B) washington state', 'C) alaska', 'D) canada', 'E) flowers']",D) canada,D) canada,TRUE,TRUE,1,,,
727,"Though nearby, an apple from an apple tree where would be an imported product to the USA?","Though nearby, an apple from an aple tnm where would be an imported product to the USA?",apple tree,aple tnm,4,32,40,0.2,0.003494293,"Though nearby, an apple from an apple tree where would be an imported product to the USA?",32,42,"['A) ohio', 'B) washington state', 'C) alaska', 'D) canada', 'E) flowers']",D) canada,D) canada,TRUE,TRUE,1,,,
728,"Though nearby, an apple from an apple tree where would be an imported product to the USA?","Though nearby, an apple from an appe tre where would be an imported product to the USA?",apple tree,appe tre,2,32,40,0.4,0.003494293,"Though nearby, an apple from an apple tree where would be an imported product to the USA?",32,42,"['A) ohio', 'B) washington state', 'C) alaska', 'D) canada', 'E) flowers']",D) canada,B) Washington state,FALSE,TRUE,0,,,
729,"Though nearby, an apple from an apple tree where would be an imported product to the USA?","Though nearby, an apple from an pmlerdubnz where would be an imported product to the USA?",apple tree,pmlerdubnz,8,32,42,0.8,0.003494293,"Though nearby, an apple from an apple tree where would be an imported product to the USA?",32,42,"['A) ohio', 'B) washington state', 'C) alaska', 'D) canada', 'E) flowers']",D) canada,D) canada,TRUE,TRUE,1,,,
730,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?","The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?",do crossword puzzle,do crossword puzzle,0,62,81,0,0.00124412,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?",62,81,"[""A) you're bored"", 'B) pass time', 'C) relax', 'D) mentally challenged', 'E) win']",B) pass time,B) pass time,TRUE,TRUE,1,1,1,1
731,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?","The old man was retired and liked the simple things, he would do crossword uzcle every morning simply just to do what?",do crossword puzzle,do crossword uzcle,2,62,80,0.1,0.00124412,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?",62,81,"[""A) you're bored"", 'B) pass time', 'C) relax', 'D) mentally challenged', 'E) win']",B) pass time,B) pass time,TRUE,TRUE,1,,,
732,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?","The old man was retired and liked the simple things, he would do crsswodr pszle every morning simply just to do what?",do crossword puzzle,do crsswodr pszle,5,62,79,0.2,0.00124412,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?",62,81,"[""A) you're bored"", 'B) pass time', 'C) relax', 'D) mentally challenged', 'E) win']",B) pass time,B) pass time,TRUE,TRUE,1,,,
733,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?","The old man was retired and liked the simple things, he would de crwsord huzzlm every morning simply just to do what?",do crossword puzzle,de crwsord huzzlm,6,62,79,0.4,0.00124412,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?",62,81,"[""A) you're bored"", 'B) pass time', 'C) relax', 'D) mentally challenged', 'E) win']",B) pass time,B) pass time,TRUE,TRUE,1,,,
734,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?","The old man was retired and liked the simple things, he would dfceiywhd ruxzzef every morning simply just to do what?",do crossword puzzle,dfceiywhd ruxzzef,12,62,79,0.8,0.00124412,"The old man was retired and liked the simple things, he would do crossword puzzle every morning simply just to do what?",62,81,"[""A) you're bored"", 'B) pass time', 'C) relax', 'D) mentally challenged', 'E) win']",B) pass time,C) relax,FALSE,TRUE,0,,,
735,What would you change the learning process to be if someone does not like learning?,What would you change the learning process to be if someone does not like learning?,learning,learning,0,26,34,0,0.798636377,What would you change the learning process to be if someone does not like learning?,26,34,"['A) interesting', 'B) fun', 'C) joyful or painful', 'D) very important', 'E) free']",B) fun,B) fun,TRUE,TRUE,1,1,0,0
736,What would you change the learning process to be if someone does not like learning?,What would you change the learning process to be if someone does not like learning?,learning,learning,0,26,34,0.1,0.798636377,What would you change the learning process to be if someone does not like learning?,26,34,"['A) interesting', 'B) fun', 'C) joyful or painful', 'D) very important', 'E) free']",B) fun,B) fun,TRUE,TRUE,1,,,
737,What would you change the learning process to be if someone does not like learning?,What would you change the leghnng process to be if someone does not like learning?,learning,leghnng,3,26,33,0.2,0.798636377,What would you change the learning process to be if someone does not like learning?,26,34,"['A) interesting', 'B) fun', 'C) joyful or painful', 'D) very important', 'E) free']",B) fun,B) fun,TRUE,TRUE,1,,,
738,What would you change the learning process to be if someone does not like learning?,What would you change the learniing process to be if someone does not like learning?,learning,learniing,1,26,35,0.4,0.798636377,What would you change the learning process to be if someone does not like learning?,26,34,"['A) interesting', 'B) fun', 'C) joyful or painful', 'D) very important', 'E) free']",B) fun,B) fun,TRUE,TRUE,1,,,
739,What would you change the learning process to be if someone does not like learning?,What would you change the lannj process to be if someone does not like learning?,learning,lannj,4,26,31,0.8,0.798636377,What would you change the learning process to be if someone does not like learning?,26,34,"['A) interesting', 'B) fun', 'C) joyful or painful', 'D) very important', 'E) free']",B) fun,B) fun,TRUE,TRUE,1,,,
740,To properly instruct children attending school you would need a great deal of what?,To properly instruct children attending school you would need a great deal of what?,attending school,attending school,0,30,46,0,1.20E-07,To properly instruct children attending school you would need a great deal of what?,30,46,"['A) boredom', 'B) patience', 'C) time', 'D) teachers', 'E) inspiration']",B) patience,B) patience,TRUE,TRUE,1,1,0,0
741,To properly instruct children attending school you would need a great deal of what?,To properly instruct children attending school you would need a great deal of what?,attending school,attending school,0,30,46,0.1,1.20E-07,To properly instruct children attending school you would need a great deal of what?,30,46,"['A) boredom', 'B) patience', 'C) time', 'D) teachers', 'E) inspiration']",B) patience,B) patience,TRUE,TRUE,1,,,
